nationality	time_on_page	layer	adapted_to_nationality	avatar_pictures_shown	manipulation_lev	stories_read	stories_read_dichotomized	stories_rated	stories_rated_dichotomized	comments_written	comments_written_dichotomized	stories_written	stories_written_dichotomized	avatars_clicked	avatars_clicked_dichotomized	newsletter	registered	photo
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	129.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	30.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	49.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	230.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	3638.0	all	TRUE	TRUE	all_es_without_avatars	2	TRUE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	58.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	111.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	52.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	49.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	56.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	375.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	556.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	8	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	41.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	60.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	264.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	71.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	31.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	77.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	17.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1201.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	59.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	80.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	94.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	9.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	2275.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	TRUE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	76.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	1200.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	77.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	70.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	7.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	428.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	198.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	251.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	286.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	3164.0	all	FALSE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	31.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	71.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	504.0	all	TRUE	TRUE	all_mx_without_avatars	2	TRUE	4	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	965.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	TRUE	FALSE
MX	757.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	80.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	79.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	31.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1212.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	150.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	91.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	503.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1205.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	68.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	89.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	81.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	1966.0	all	FALSE	TRUE	all_mx_without_avatars	4	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	207.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	145.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	211.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	230.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	127.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	119.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	26.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	20.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1355.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	173.0	all	TRUE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	31.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	225.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	all	TRUE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	104.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	72.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	71.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	137.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	259.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	16.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	57.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	29.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	469.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1363.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	121.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1963.0	all	FALSE	TRUE	all_es_without_avatars	2	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	61.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	162.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	316.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	40.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	51.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	110.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	107.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	67.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	86.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	231.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	78.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	280.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	FALSE
MX	513.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	75.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	61.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	17.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	292.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	58.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	97.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	106.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	280.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	81.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
